pdb,subtype,y_true,y_pred
6qn3,riboswitch,3.7212,3.948256722570102
6e8s,aptamer,8.6383,9.07891845703125
6hmo,other_misc,4.5528,5.348348140716553
6hag,riboswitch,5.4318,6.708863762792989
6p2h,other_misc,7.4685,5.695188999176025
6jj0,g_quadruplex,7.4437,6.026796747190943
6e81,aptamer,5.5229,6.162921905517578
6e8u,aptamer,8.3372,8.383036613464355
6hbt,duplex_groove,5.3279,5.018413066864014
6sx3,other_misc,5.1549,6.720849990844727
