pdb,subtype,y_true,y_pred_ridge19,y_pred_gpr,y_pred_stacked
4l81,riboswitch,5.1367,6.0919974450052665,6.602474342014088,6.652578531115758
4lw0,riboswitch,5.0969,5.62554753478521,4.335471577039161,4.465073639273705
4lvv,riboswitch,5.0177,5.87384329496436,4.563497826878352,4.67428333600464
4lx6,riboswitch,7.0223,5.927124050842516,6.062631448980146,6.119584490179647
2mg8,g_quadruplex,6.0155,6.784808422412251,6.784808422412251,6.675701414644809
4yb0,riboswitch,6.0315,7.43033994197371,7.203022740860164,7.143588016990784
4xwf,g_quadruplex,5.9666,5.3293683613009915,5.3293683613009915,5.483703245570952
4znp,g_quadruplex,5.3279,6.285962777247014,6.285962777247014,6.348472047968578
5c7u,riboswitch,7.3768,5.679155453829481,5.8714752114755235,5.948052592207885
5btp,g_quadruplex,6.3125,5.641047515566378,5.641047515566378,5.743208413075579
5c7w,riboswitch,7.3188,5.543365937398453,5.90147866370044,5.984301311401856
2mxs,ribosomal_asite,5.2924,6.614306861610955,6.614306861610955,6.57027732525467
4rzd,riboswitch,8.1871,5.641317619455638,6.87542267508734,6.888136221705712
4yaz,riboswitch,7.1759,7.449289063533582,6.361747820964057,6.249019003646474
2n0j,ribosomal_asite,6.4815,5.130751077156917,5.130751077156917,5.283485590592047
5cdb,g_quadruplex,5.9586,6.555349515074353,6.555349515074353,6.434184125018445
5lwj,other_misc,5.5432,3.546997398216914,3.546997398216914,4.090956593389636
5uzz,other_misc,6.699,6.880708351426502,6.880708351426502,6.7562072674989855
5kpy,aptamer,5.4089,6.072032318791544,6.072032318791544,6.1112489524177995
5uee,other_misc,3.699,4.662557673599737,4.662557673599737,5.090432767651171
5v3f,aptamer,8.5229,8.630059408607856,8.630059408607856,8.154735057777593
5z80,other_misc,5.9136,4.782762276217246,4.782762276217246,5.191427808159535
6d2u,other_misc,9.7447,5.9884736402588565,5.9884736402588565,6.053113232437584
6dmc,riboswitch,6.2924,6.771999530101593,6.169470853515708,6.160494815501991
6c65,aptamer,9.0458,8.684316370186298,8.684316370186298,8.327829077251993
6c63,aptamer,8.9586,9.112298381021425,9.112298381021425,8.77966119006938
6c64,aptamer,8.8539,7.110203819203733,7.110203819203733,7.065206778270847
6ck4,riboswitch,5.7447,6.293969316626701,6.217429603121717,6.250988808633707
5w77,other_misc,4.7825,4.062590317793197,4.062590317793197,4.579840212409008
6ck5,riboswitch,5.699,5.093703977799518,4.778423440307509,4.939825863755611
6fz0,riboswitch,5.3595,6.560273129351019,7.4350987959160095,7.448567877528685
6dlt,riboswitch,4.2277,6.004064132488386,5.711281849094022,5.7936755026467095
6e84,aptamer,5.8539,6.1271698733997155,6.1271698733997155,6.190727547883083
6j2w,other_misc,5.8539,4.579943503905993,4.579943503905993,4.857800861219412
6e8t,aptamer,8.7696,8.157856442639838,8.157856442639838,7.7587594370471775
6qn3,riboswitch,3.7212,5.674484413014337,5.414873778216052,5.537747690430383
6e8s,aptamer,8.6383,9.057300969343967,9.057300969343967,8.605725068528486
6hmo,other_misc,4.5528,5.144490093519189,5.144490093519189,5.301993659274517
6hag,riboswitch,5.4318,6.209841652911557,6.757691330863284,6.792396840125326
6p2h,other_misc,7.4685,5.2366256839306375,5.2366256839306375,5.387661147927024
6jj0,g_quadruplex,7.4437,5.883973348213494,5.883973348213494,5.979467717282494
6e81,aptamer,5.5229,6.190095104012745,6.190095104012745,6.180649106028127
6e8u,aptamer,8.3372,8.277487637797869,8.277487637797869,8.018595952172284
6hbt,duplex_groove,5.3279,6.841931833122797,6.841931833122797,6.623416909999945
6sx3,other_misc,5.1549,5.225105389646062,5.225105389646062,5.570803361193887
