pdb,subtype,y_true,y_pred,rs_subclass
3ds7,other_misc,4.408899784088135,5.526538833719366,other_lig
3gao,riboswitch,4.408899784088135,4.4297796852821705,purine
3g4m,riboswitch,5.356500148773193,5.749808268306224,purine
3got,riboswitch,5.397900104522705,5.690404353235155,purine
3jq4,other_misc,5.0,5.728771088036437,other_lig
3mum,riboswitch,9.677800178527832,7.048214149656429,TPP
3mxh,riboswitch,10.958600044250488,8.995439932332802,TPP
3mur,riboswitch,7.82390022277832,7.57607759528869,TPP
3la5,riboswitch,6.0,6.4416805634917225,other_lig
2ku0,other_misc,5.585000038146973,4.99590539147916,other_lig
3owz,riboswitch,5.455900192260742,4.676315220285765,other_lig
3npn,riboswitch,7.494900226593018,5.481419270162803,SAM_SAH
2kx8,other_misc,5.199999809265137,4.795473357611522,other_lig
2ktz,other_misc,5.04580020904541,5.501592350285767,other_lig
2ygh,riboswitch,6.508600234985352,5.567849338906736,SAM_SAH
2ydh,riboswitch,5.710000038146973,5.818667617647307,SAM_SAH
2xo1,aptamer,4.0,4.167821407318115,other_lig
2xnz,aptamer,3.9586000442504883,3.867035627365112,other_lig
3sd3,riboswitch,4.744699954986572,6.13386538878538,FMN_FAD
3q50,riboswitch,8.688199996948242,7.863156123573675,FMN_FAD
3q3z,riboswitch,8.657600402832031,2.8595508796554574,TPP
2l94,other_misc,3.443700075149536,5.465789057017596,other_lig
2xnw,aptamer,3.43179988861084,3.331595659255981,other_lig
3slm,other_misc,3.4214000701904297,5.456696367153298,other_lig
2xo0,aptamer,4.09689998626709,4.222468852996826,other_lig
3s4p,other_misc,6.0,5.550110630304499,other_lig
4aob,riboswitch,6.309800148010254,6.999825117937336,SAM_SAH
4fe5,riboswitch,6.135499954223633,6.497989452509633,other_lig
2loa,g_quadruplex,5.657599925994873,5.202688791954478,other_lig
4erj,riboswitch,2.5085999965667725,3.1025461714526887,other_lig
2lwk,other_misc,4.2967000007629395,4.900525231322602,other_lig
4erl,riboswitch,3.2441000938415527,3.5329369805002018,other_lig
2mb3,other_misc,5.130799770355225,5.788349429728302,other_lig
2rsk,other_misc,5.0,5.232923083042781,other_lig
4jf2,riboswitch,7.747099876403809,8.09578791763789,FMN_FAD
4kqy,riboswitch,7.721199989318848,6.957703103347197,SAM_SAH
4oqu,riboswitch,6.387199878692627,5.759297746906072,SAM_SAH
4lvz,riboswitch,6.301000118255615,6.016829784663994,purine
4nyg,riboswitch,5.82390022277832,6.828238563271126,TPP
4nyb,riboswitch,3.9872000217437744,3.7130180277686815,other_lig
4lvy,riboswitch,3.9586000442504883,5.021916632417836,FMN_FAD
4lvx,riboswitch,4.744699954986572,4.291924258247254,FMN_FAD
4qln,riboswitch,5.537600040435791,6.137886512436614,purine
4lx5,riboswitch,6.671599864959717,5.861320494705883,purine
4nyc,riboswitch,3.552799940109253,3.959752038026208,other_lig
4qk8,riboswitch,6.522900104522705,6.973066009308465,purine
4qk9,riboswitch,6.522900104522705,6.387542683440738,purine
4nya,riboswitch,4.309800148010254,5.253221461173499,purine
4w90,riboswitch,7.274899959564209,7.096825754446356,purine
4ts0,aptamer,6.275700092315674,6.259621143341064,other_lig
4ts2,aptamer,6.275700092315674,6.267354965209961,other_lig
4qlm,riboswitch,7.180500030517578,6.654242858296531,purine
4lvw,riboswitch,4.180500030517578,4.683204587608059,purine
4nyd,riboswitch,3.1738998889923096,3.3854788684683954,other_lig
4l81,riboswitch,5.13670015335083,6.1544486683232265,SAM_SAH
4lw0,riboswitch,5.09689998626709,5.378170507634847,purine
4lvv,riboswitch,5.0177001953125,6.341802482639795,FMN_FAD
4lx6,riboswitch,7.022299766540527,5.893781176405088,purine
2mg8,g_quadruplex,6.015500068664551,6.330187777944505,other_lig
4yb0,riboswitch,6.031499862670898,7.3343977879961795,TPP
4xwf,g_quadruplex,5.966599941253662,5.394450398308928,other_lig
4znp,g_quadruplex,5.327899932861328,6.041070618628633,other_lig
5c7u,riboswitch,7.376800060272217,6.776223462144708,other_lig
5btp,g_quadruplex,6.3125,6.06809391049707,other_lig
5c7w,riboswitch,7.31879997253418,6.881778642854578,other_lig
2mxs,ribosomal_asite,5.292399883270264,5.863815784454346,other_lig
4rzd,riboswitch,8.187100410461426,7.993257034529653,FMN_FAD
4yaz,riboswitch,7.175899982452393,7.846457851324807,other_lig
2n0j,ribosomal_asite,6.481500148773193,5.614933490753175,other_lig
5cdb,g_quadruplex,5.958600044250488,5.683912351182252,other_lig
5lwj,other_misc,5.5432000160217285,5.653467321473453,other_lig
5uzz,other_misc,6.698999881744385,5.660677262622014,other_lig
5kpy,aptamer,5.408899784088135,6.061594486236572,other_lig
5uee,other_misc,3.6989998817443848,4.987450396068739,other_lig
5v3f,aptamer,8.522899627685547,8.63102912902832,other_lig
5z80,other_misc,5.913599967956543,5.021471714393894,other_lig
6d2u,other_misc,9.74470043182373,7.993446146976764,other_lig
6dmc,riboswitch,6.292399883270264,6.8056879944930735,TPP
6c65,aptamer,9.04580020904541,8.672234535217285,other_lig
6c63,aptamer,8.958600044250488,9.123218536376951,other_lig
6c64,aptamer,8.853899955749512,7.110732555389403,other_lig
6ck4,riboswitch,5.744699954986572,5.83179809338877,TPP
5w77,other_misc,4.78249979019165,4.824983187443186,other_lig
6ck5,riboswitch,5.698999881744385,6.113773787388464,TPP
6fz0,riboswitch,5.359499931335449,6.48810563644461,SAM_SAH
6dlt,riboswitch,4.227700233459473,5.655709341493283,TPP
6e84,aptamer,5.853899955749512,6.123398780822754,other_lig
6j2w,other_misc,5.853899955749512,4.79403758477865,other_lig
6e8t,aptamer,8.769599914550781,8.173084259033203,other_lig
6qn3,riboswitch,3.7211999893188477,3.903072941760018,other_lig
6e8s,aptamer,8.638299942016602,9.07891845703125,other_lig
6hmo,other_misc,4.552800178527832,4.948279257373481,other_lig
6hag,riboswitch,5.43179988861084,6.322956483721045,SAM_SAH
6p2h,other_misc,7.468500137329102,5.40831224524512,other_lig
6jj0,g_quadruplex,7.443699836730957,5.904350131351462,other_lig
6e81,aptamer,5.522900104522705,6.162921905517577,other_lig
6e8u,aptamer,8.337200164794922,8.383036613464355,other_lig
6hbt,duplex_groove,5.327899932861328,5.018413066864014,other_lig
6sx3,other_misc,5.154900074005127,5.110302070895082,other_lig
